date,priceArea,productionGroup,quantityKwh_sum,quantityKwh_mean
2025-11-09,NO1,SOLAR,31736.491,1322.3537916666667
2025-11-09,NO1,THERMAL,411927.132,17163.6305
2025-11-09,NO1,WIND,348279.362,14511.640083333334
2025-11-09,NO2,HYDRO,171795698.5,7158154.104166667
2025-11-09,NO2,OTHER,1818.58,75.77416666666666
2025-11-09,NO2,SOLAR,9778.281,407.428375
2025-11-09,NO2,THERMAL,389226.915,16217.788125
2025-11-09,NO2,WIND,1489636.698,62068.195750000006
2025-11-09,NO3,HYDRO,61173556.5,2548898.1875
2025-11-09,NO3,OTHER,666.759,27.781625000000002
2025-11-09,NO3,SOLAR,1592.235,66.343125
2025-11-09,NO3,THERMAL,534505.44,22271.059999999998
2025-11-09,NO3,WIND,11636175.67,484840.65291666664
2025-11-09,NO4,HYDRO,79485809.1,3311908.7125
2025-11-09,NO4,OTHER,577.12,24.046666666666667
2025-11-09,NO4,SOLAR,61.234,2.551416666666667
2025-11-09,NO4,THERMAL,5672448.0,236352.0
2025-11-09,NO4,WIND,13718714.379999999,571613.0991666666
2025-11-09,NO5,*,0.004,0.00016666666666666666
2025-11-09,NO5,HYDRO,95705710.4,3987737.9333333336
2025-11-09,NO5,OTHER,2511.644,104.65183333333333
2025-11-09,NO5,SOLAR,3200.246,133.34358333333333
2025-11-09,NO5,THERMAL,542377.74,22599.0725
2025-11-09,NO5,WIND,0.173,0.007208333333333333
2025-11-10,NO1,HYDRO,66216628.0,2759026.1666666665
2025-11-10,NO1,OTHER,825.704,34.404333333333334
2025-11-10,NO1,SOLAR,31625.47,1317.7279166666667
2025-11-10,NO1,THERMAL,393634.571,16401.440458333334
2025-11-10,NO1,WIND,245493.84,10228.91
2025-11-10,NO2,HYDRO,177069022.0,7377875.916666667
2025-11-10,NO2,OTHER,1743.64,72.65166666666667
2025-11-10,NO2,SOLAR,9949.825,414.5760416666667
2025-11-10,NO2,THERMAL,366808.701,15283.695875
2025-11-10,NO2,WIND,12655160.870000001,527298.3695833334
2025-11-10,NO3,HYDRO,69127303.1,2880304.295833333
2025-11-10,NO3,OTHER,700.275,29.178124999999998
2025-11-10,NO3,SOLAR,1190.189,49.591208333333334
2025-11-10,NO3,THERMAL,525322.38,21888.4325
2025-11-10,NO3,WIND,5338624.45,222442.68541666667
2025-11-10,NO4,HYDRO,92838356.3,3868264.845833333
2025-11-10,NO4,OTHER,510.28,21.261666666666667
2025-11-10,NO4,SOLAR,21.699,0.9041250000000001
2025-11-10,NO4,THERMAL,5699488.0,237478.66666666666
2025-11-10,NO4,WIND,5659357.53,235806.56375
2025-11-10,NO5,*,0.0,0.0
2025-11-10,NO5,HYDRO,118425414.2,4934392.258333334
2025-11-10,NO5,OTHER,809.5690000000001,33.73204166666667
2025-11-10,NO5,SOLAR,1208.057,50.335708333333336
2025-11-10,NO5,THERMAL,533294.7660000001,22220.615250000003
2025-11-10,NO5,WIND,0.325,0.013541666666666667
2025-11-11,NO1,HYDRO,65169696.4,2715404.0166666666
2025-11-11,NO1,OTHER,609.085,25.378541666666667
2025-11-11,NO1,SOLAR,24408.759,1017.031625
2025-11-11,NO1,THERMAL,355324.612,14805.192166666668
2025-11-11,NO1,WIND,2987833.546,124493.06441666668
2025-11-11,NO2,HYDRO,145408912.0,6058704.666666667
2025-11-11,NO2,OTHER,1710.237,71.25987500000001
2025-11-11,NO2,SOLAR,5959.045,248.29354166666667
2025-11-11,NO2,THERMAL,355249.789,14802.074541666667
2025-11-11,NO2,WIND,20801106.240000002,866712.7600000001
2025-11-11,NO3,HYDRO,63287245.2,2636968.5500000003
2025-11-11,NO3,OTHER,694.995,28.958125
2025-11-11,NO3,SOLAR,1063.855,44.32729166666667
2025-11-11,NO3,THERMAL,512907.88,21371.161666666667
2025-11-11,NO3,WIND,10315789.96,429824.5816666667
2025-11-11,NO4,HYDRO,89018390.4,3709099.6
2025-11-11,NO4,OTHER,610.288,25.42866666666667
2025-11-11,NO4,SOLAR,1.8179999999999998,0.07575
2025-11-11,NO4,THERMAL,5392759.0,224698.29166666666
2025-11-11,NO4,WIND,4220750.54,175864.60583333333
2025-11-11,NO5,*,0.004,0.00016666666666666666
2025-11-11,NO5,HYDRO,109297179.0,4554049.125
2025-11-11,NO5,OTHER,65.213,2.7172083333333332
2025-11-11,NO5,SOLAR,496.333,20.680541666666667
2025-11-11,NO5,THERMAL,636770.524,26532.105166666664
2025-11-11,NO5,WIND,0.006,0.00025
2025-11-12,NO1,HYDRO,61038598.5,2543274.9375
2025-11-12,NO1,OTHER,948.224,39.50933333333334
2025-11-12,NO1,SOLAR,28053.317,1168.8882083333333
2025-11-12,NO1,THERMAL,462435.049,19268.127041666667
2025-11-12,NO1,WIND,6267604.12,261150.17166666666
2025-11-12,NO2,HYDRO,92705352.0,3862723.0
2025-11-12,NO2,OTHER,1647.151,68.63129166666667
2025-11-12,NO2,SOLAR,13474.543,561.4392916666667
2025-11-12,NO2,THERMAL,395846.479,16493.603291666666
2025-11-12,NO2,WIND,25322288.0,1055095.3333333333
2025-11-12,NO3,HYDRO,50546829.3,2106117.8874999997
2025-11-12,NO3,OTHER,999.141,41.630874999999996
2025-11-12,NO3,SOLAR,1069.879,44.578291666666665
2025-11-12,NO3,THERMAL,520329.81,21680.40875
2025-11-12,NO3,WIND,19370968.63,807123.6929166666
2025-11-12,NO4,HYDRO,74259958.8,3094164.9499999997
2025-11-12,NO4,OTHER,524.928,21.872
2025-11-12,NO4,SOLAR,1.164,0.048499999999999995
2025-11-12,NO4,THERMAL,5340039.0,222501.625
2025-11-12,NO4,WIND,5572145.91,232172.74625
2025-11-12,NO5,*,0.002,8.333333333333333e-05
2025-11-12,NO5,HYDRO,70111501.7,2921312.5708333333
2025-11-12,NO5,OTHER,4.203,0.175125
2025-11-12,NO5,SOLAR,2397.705,99.904375
2025-11-12,NO5,THERMAL,636220.333,26509.180541666665
2025-11-12,NO5,WIND,0.07200000000000001,0.0030000000000000005
2025-11-13,NO1,HYDRO,64263559.1,2677648.2958333334
2025-11-13,NO1,OTHER,551.386,22.974416666666666
2025-11-13,NO1,SOLAR,27942.547,1164.2727916666665
2025-11-13,NO1,THERMAL,607920.826,25330.034416666665
2025-11-13,NO1,WIND,4614621.35,192275.8895833333
2025-11-13,NO2,HYDRO,125075349.9,5211472.912500001
2025-11-13,NO2,OTHER,2028.075,84.503125
2025-11-13,NO2,SOLAR,8585.256,357.719
2025-11-13,NO2,THERMAL,501178.523,20882.438458333334
2025-11-13,NO2,WIND,7748285.83,322845.24291666667
2025-11-13,NO3,HYDRO,50668803.3,2111200.1374999997
2025-11-13,NO3,OTHER,941.978,39.24908333333333
2025-11-13,NO3,SOLAR,2018.5140000000001,84.10475000000001
2025-11-13,NO3,THERMAL,493320.15,20555.006250000002
2025-11-13,NO3,WIND,25980096.13,1082504.0054166666
2025-11-13,NO4,HYDRO,61852555.8,2577189.8249999997
2025-11-13,NO4,OTHER,706.452,29.4355
2025-11-13,NO4,SOLAR,4.916,0.20483333333333334
2025-11-13,NO4,THERMAL,5428747.0,226197.79166666666
2025-11-13,NO4,WIND,12278813.77,511617.24041666667
2025-11-13,NO5,*,1.047,0.043625
2025-11-13,NO5,HYDRO,82225393.0,3426058.0416666665
2025-11-13,NO5,OTHER,29.24,1.2183333333333333
2025-11-13,NO5,SOLAR,4149.71,172.90458333333333
2025-11-13,NO5,THERMAL,516562.496,21523.43733333333
2025-11-13,NO5,WIND,0.092,0.003833333333333333
2025-11-14,NO1,HYDRO,67082464.3,2795102.6791666667
2025-11-14,NO1,OTHER,717.7330000000001,29.905541666666668
2025-11-14,NO1,SOLAR,93380.812,3890.867166666667
2025-11-14,NO1,THERMAL,623019.877,25959.161541666665
2025-11-14,NO1,WIND,4311517.395,179646.55812499998
2025-11-14,NO2,HYDRO,183790121.0,7657921.708333333
2025-11-14,NO2,OTHER,2278.691,94.94545833333332
2025-11-14,NO2,SOLAR,72712.028,3029.6678333333334
2025-11-14,NO2,THERMAL,511536.71,21314.029583333333
2025-11-14,NO2,WIND,6150980.608,256290.85866666667
2025-11-14,NO3,HYDRO,46739748.0,1947489.5
2025-11-14,NO3,OTHER,1184.213,49.34220833333333
2025-11-14,NO3,SOLAR,1300.269,54.177875
2025-11-14,NO3,THERMAL,509512.58,21229.690833333334
2025-11-14,NO3,WIND,23091652.42,962152.1841666667
2025-11-14,NO4,HYDRO,74323551.6,3096814.65
2025-11-14,NO4,OTHER,714.86,29.785833333333333
2025-11-14,NO4,SOLAR,0.975,0.040625
2025-11-14,NO4,THERMAL,5519449.0,229977.04166666666
2025-11-14,NO4,WIND,15952516.629999999,664688.1929166666
2025-11-14,NO5,*,1.4989999999999999,0.06245833333333333
2025-11-14,NO5,HYDRO,109480820.0,4561700.833333333
2025-11-14,NO5,OTHER,93.367,3.8902916666666667
2025-11-14,NO5,SOLAR,8610.138,358.75575000000003
2025-11-14,NO5,THERMAL,476990.973,19874.623875
2025-11-14,NO5,WIND,0.0,0.0
2025-11-15,NO1,HYDRO,64433327.8,2684721.9916666667
2025-11-15,NO1,OTHER,681.183,28.382625
2025-11-15,NO1,SOLAR,59498.62,2479.1091666666666
2025-11-15,NO1,THERMAL,665455.9,27727.329166666666
2025-11-15,NO1,WIND,3715118.33,154796.59708333333
2025-11-15,NO2,HYDRO,166820868.4,6950869.516666667
2025-11-15,NO2,OTHER,1391.738,57.98908333333333
2025-11-15,NO2,SOLAR,60365.738000000005,2515.2390833333334
2025-11-15,NO2,THERMAL,603799.694,25158.320583333334
2025-11-15,NO2,WIND,2657060.9129999997,110710.87137499999
2025-11-15,NO3,HYDRO,59065831.4,2461076.308333333
2025-11-15,NO3,OTHER,1869.907,77.91279166666666
2025-11-15,NO3,SOLAR,1075.968,44.832
2025-11-15,NO3,THERMAL,515849.88,21493.745
2025-11-15,NO3,WIND,35682955.7,1486789.8208333335
2025-11-15,NO4,HYDRO,68076208.7,2836508.6958333333
2025-11-15,NO4,OTHER,701.6,29.233333333333334
2025-11-15,NO4,SOLAR,0.01,0.0004166666666666667
2025-11-15,NO4,THERMAL,5721753.0,238406.375
2025-11-15,NO4,WIND,11948889.28,497870.38666666666
2025-11-15,NO5,*,0.031,0.0012916666666666667
2025-11-15,NO5,HYDRO,93481891.5,3895078.8125
2025-11-15,NO5,OTHER,4023.772,167.65716666666665
2025-11-15,NO5,SOLAR,644.755,26.864791666666665
2025-11-15,NO5,THERMAL,468880.354,19536.681416666666
2025-11-15,NO5,WIND,0.003,0.000125
2025-11-16,NO1,HYDRO,63210829.1,2633784.5458333334
2025-11-16,NO1,OTHER,781.6899999999999,32.57041666666667
2025-11-16,NO1,SOLAR,87532.267,3647.177791666667
2025-11-16,NO1,THERMAL,679954.664,28331.444333333333
2025-11-16,NO1,WIND,3433739.886,143072.49525
2025-11-16,NO2,HYDRO,178704225.0,7446009.375
2025-11-16,NO2,OTHER,1362.124,56.75516666666667
2025-11-16,NO2,SOLAR,53516.108,2229.8378333333335
2025-11-16,NO2,THERMAL,607688.461,25320.352541666667
2025-11-16,NO2,WIND,14376804.94,599033.5391666667
2025-11-16,NO3,HYDRO,60232752.7,2509698.029166667
2025-11-16,NO3,OTHER,1353.42,56.392500000000005
2025-11-16,NO3,SOLAR,1462.758,60.94825
2025-11-16,NO3,THERMAL,528881.47,22036.727916666667
2025-11-16,NO3,WIND,29525776.57,1230240.6904166667
2025-11-16,NO4,HYDRO,81442911.1,3393454.6291666664
2025-11-16,NO4,OTHER,530.044,22.085166666666666
2025-11-16,NO4,SOLAR,0.626,0.026083333333333333
2025-11-16,NO4,THERMAL,5496078.0,229003.25
2025-11-16,NO4,WIND,5135313.03,213971.37625
2025-11-16,NO5,*,0.01,0.0004166666666666667
2025-11-16,NO5,HYDRO,99376275.0,4140678.125
2025-11-16,NO5,OTHER,5094.319,212.26329166666667
2025-11-16,NO5,SOLAR,4563.142,190.13091666666665
2025-11-16,NO5,THERMAL,476147.164,19839.465166666665
2025-11-16,NO5,WIND,0.694,0.028916666666666663
2025-11-17,NO1,HYDRO,61830432.2,2576268.0083333333
2025-11-17,NO1,OTHER,575.603,23.98345833333333
2025-11-17,NO1,SOLAR,41068.629,1711.192875
2025-11-17,NO1,THERMAL,650622.95,27109.28958333333
2025-11-17,NO1,WIND,3038627.913,126609.496375
2025-11-17,NO2,HYDRO,173914524.2,7246438.508333333
2025-11-17,NO2,OTHER,1102.922,45.955083333333334
2025-11-17,NO2,SOLAR,44216.237,1842.3432083333335
2025-11-17,NO2,THERMAL,529251.822,22052.15925
2025-11-17,NO2,WIND,19529244.76,813718.5316666667
2025-11-17,NO3,HYDRO,75431892.0,3142995.5
2025-11-17,NO3,OTHER,710.772,29.6155
2025-11-17,NO3,SOLAR,1157.526,48.230250000000005
2025-11-17,NO3,THERMAL,515250.51,21468.77125
2025-11-17,NO3,WIND,13116848.54,546535.3558333333
2025-11-17,NO4,HYDRO,90856844.7,3785701.8625000003
2025-11-17,NO4,OTHER,1464.556,61.02316666666667
2025-11-17,NO4,SOLAR,0.053,0.0022083333333333334
2025-11-17,NO4,THERMAL,5201781.0,216740.875
2025-11-17,NO4,WIND,3938551.66,164106.31916666668
2025-11-17,NO5,*,0.020999999999999998,0.0008749999999999999
2025-11-17,NO5,HYDRO,95954228.0,3998092.8333333335
2025-11-17,NO5,OTHER,92.8,3.8666666666666667
2025-11-17,NO5,SOLAR,2797.848,116.577
2025-11-17,NO5,THERMAL,438330.937,18263.789041666667
2025-11-17,NO5,WIND,0.40900000000000003,0.017041666666666667
2025-11-18,NO1,HYDRO,62795275.5,2616469.8125
2025-11-18,NO1,OTHER,1002.706,41.77941666666667
2025-11-18,NO1,SOLAR,45628.658,1901.1940833333335
2025-11-18,NO1,THERMAL,661343.752,27555.989666666665
2025-11-18,NO1,WIND,1043728.9639999999,43488.70683333333
2025-11-18,NO2,HYDRO,190877743.0,7953239.291666667
2025-11-18,NO2,OTHER,1338.353,55.76470833333334
2025-11-18,NO2,SOLAR,34979.988,1457.4995
2025-11-18,NO2,THERMAL,550957.664,22956.569333333333
2025-11-18,NO2,WIND,7215756.457,300656.5190416667
2025-11-18,NO3,HYDRO,76469201.5,3186216.7291666665
2025-11-18,NO3,OTHER,571.477,23.811541666666667
2025-11-18,NO3,SOLAR,1008.826,42.034416666666665
2025-11-18,NO3,THERMAL,510126.16,21255.256666666664
2025-11-18,NO3,WIND,4557206.046,189883.58525
2025-11-18,NO4,HYDRO,92802888.2,3866787.0083333333
2025-11-18,NO4,OTHER,581.46,24.227500000000003
2025-11-18,NO4,SOLAR,0.007,0.0002916666666666667
2025-11-18,NO4,THERMAL,4744354.0,197681.41666666666
2025-11-18,NO4,WIND,4310472.5,179603.02083333334
2025-11-18,NO5,*,0.0,0.0
2025-11-18,NO5,HYDRO,97905939.2,4079414.1333333333
2025-11-18,NO5,OTHER,10.818,0.45075
2025-11-18,NO5,SOLAR,758.16,31.59
2025-11-18,NO5,THERMAL,435239.272,18134.969666666668
2025-11-18,NO5,WIND,0.21899999999999997,0.009125
2025-11-19,NO1,HYDRO,64092989.5,2670541.2291666665
2025-11-19,NO1,OTHER,683.4929999999999,28.478875
2025-11-19,NO1,SOLAR,46227.939,1926.164125
2025-11-19,NO1,THERMAL,655811.978,27325.499083333332
2025-11-19,NO1,WIND,1390044.651,57918.527125
2025-11-19,NO2,HYDRO,198455426.0,8268976.083333333
2025-11-19,NO2,OTHER,1177.982,49.08258333333333
2025-11-19,NO2,SOLAR,48292.206,2012.17525
2025-11-19,NO2,THERMAL,564678.1410000001,23528.255875000003
2025-11-19,NO2,WIND,1130652.3229999999,47110.51345833333
2025-11-19,NO3,HYDRO,78748601.0,3281191.7083333335
2025-11-19,NO3,OTHER,548.945,22.872708333333335
2025-11-19,NO3,SOLAR,954.818,39.784083333333335
2025-11-19,NO3,THERMAL,520136.26,21672.344166666666
2025-11-19,NO3,WIND,1064039.4880000001,44334.97866666667
2025-11-19,NO4,HYDRO,94325859.8,3930244.158333333
2025-11-19,NO4,OTHER,873.848,36.410333333333334
2025-11-19,NO4,SOLAR,0.012,0.0005
2025-11-19,NO4,THERMAL,5175963.0,215665.125
2025-11-19,NO4,WIND,3317235.12,138218.13
2025-11-19,NO5,*,0.001,4.1666666666666665e-05
2025-11-19,NO5,HYDRO,100947763.2,4206156.8
2025-11-19,NO5,OTHER,189.71599999999998,7.9048333333333325
2025-11-19,NO5,SOLAR,3295.986,137.33275
2025-11-19,NO5,THERMAL,335008.20399999997,13958.675166666666
2025-11-19,NO5,WIND,0.0,0.0
2025-11-20,NO1,HYDRO,61797555.0,2574898.125
2025-11-20,NO1,OTHER,1094.828,45.61783333333333
2025-11-20,NO1,SOLAR,53713.272,2238.053
2025-11-20,NO1,THERMAL,660421.067,27517.544458333334
2025-11-20,NO1,WIND,4128706.29,172029.42875
2025-11-20,NO2,HYDRO,200027855.5,8334493.979166667
2025-11-20,NO2,OTHER,2238.09,93.25375000000001
2025-11-20,NO2,SOLAR,49388.188,2057.8411666666666
2025-11-20,NO2,THERMAL,498204.873,20758.536375
2025-11-20,NO2,WIND,2041645.931,85068.58045833334
2025-11-20,NO3,HYDRO,78314193.3,3263091.3874999997
2025-11-20,NO3,OTHER,881.697,36.737375
2025-11-20,NO3,SOLAR,825.868,34.41116666666667
2025-11-20,NO3,THERMAL,504622.58,21025.940833333334
2025-11-20,NO3,WIND,2624960.444,109373.35183333333
2025-11-20,NO4,HYDRO,93719438.3,3904976.595833333
2025-11-20,NO4,OTHER,801.88,33.41166666666667
2025-11-20,NO4,SOLAR,0.023,0.0009583333333333333
2025-11-20,NO4,THERMAL,5131797.0,213824.875
2025-11-20,NO4,WIND,1373133.43,57213.892916666664
2025-11-20,NO5,*,0.044,0.0018333333333333333
2025-11-20,NO5,HYDRO,103541047.7,4314210.320833334
2025-11-20,NO5,OTHER,167.53699999999998,6.980708333333332
2025-11-20,NO5,SOLAR,4116.732,171.5305
2025-11-20,NO5,THERMAL,477547.924,19897.830166666667
2025-11-20,NO5,WIND,0.0,0.0
2025-11-21,NO1,HYDRO,51706716.8,2248118.1217391305
2025-11-21,NO1,OTHER,1575.477,68.49900000000001
2025-11-21,NO1,SOLAR,35367.656,1537.7241739130436
2025-11-21,NO1,THERMAL,617378.27,26842.53347826087
2025-11-21,NO1,WIND,2963710.3540000003,128856.9719130435
2025-11-21,NO2,HYDRO,193251989.0,8402260.391304348
2025-11-21,NO2,OTHER,2016.0240000000001,87.65321739130435
2025-11-21,NO2,SOLAR,26544.838,1154.1233913043477
2025-11-21,NO2,THERMAL,554464.054,24107.132782608696
2025-11-21,NO2,WIND,3287328.545,142927.32804347825
2025-11-21,NO3,HYDRO,60363552.7,2624502.291304348
2025-11-21,NO3,OTHER,1041.661,45.28960869565218
2025-11-21,NO3,SOLAR,848.962,36.91139130434782
2025-11-21,NO3,THERMAL,474732.62,20640.548695652175
2025-11-21,NO3,WIND,19351342.21,841362.7047826088
2025-11-21,NO4,HYDRO,86325286.4,3753273.3217391307
2025-11-21,NO4,OTHER,723.52,31.457391304347826
2025-11-21,NO4,SOLAR,0.007,0.00030434782608695655
2025-11-21,NO4,THERMAL,4737210.0,205965.65217391305
2025-11-21,NO4,WIND,3930079.394,170873.01713043478
2025-11-21,NO5,*,0.0,0.0
2025-11-21,NO5,HYDRO,104617916.3,4548605.056521739
2025-11-21,NO5,OTHER,20.834,0.9058260869565217
2025-11-21,NO5,SOLAR,240.375,10.451086956521738
2025-11-21,NO5,THERMAL,749969.742,32607.38008695652
2025-11-21,NO5,WIND,0.0,0.0
